Month,Website_Sales,Amazon_Sales,Flipkart_Sales,COGS,Operating_Expenses,Ad_Spend,Platform_Fees,Loan_Amount,Loan_Repayment,Interest_Expense,Total_Revenue,Total_Expenses,Net_Cash_Flow,Debt_to_Equity,Profit_Margin,Debt_Risk_Label,Cashflow_Stability_Label
31-12-2057,228380,166707,191086,325458,177402,42785,19493,961653,38636,5229,586173,609003,-22830,3.69,-0.04,High,Unstable
31-01-2089,464500,351351,173783,404466,124229,98353,15682,835544,10839,18799,989634,672368,317266,1.43,0.32,Medium,Stable
31-07-2094,270326,338511,205681,589503,189993,51406,15782,142012,10,13747,814518,860441,-45923,0.63,-0.06,Low,Unstable
31-01-2050,420971,335718,167893,236724,100435,71428,39799,845442,39098,19333,924582,506817,417765,1.23,0.45,Medium,Stable
30-11-2097,668933,165428,238763,379204,191382,43777,26984,732154,47829,4261,1073124,693437,379687,1.06,0.35,Medium,Stable
31-01-2020,368484,150601,157960,246393,113965,77939,32760,286629,9230,3466,677045,483753,193292,0.67,0.29,Low,Stable
31-03-2052,684410,495755,102601,539458,161048,73026,35993,613587,40232,13785,1282766,863542,419224,0.83,0.33,Low,Stable
31-01-2101,541705,211487,219227,226312,146444,49553,11524,517537,47514,3088,972419,484435,487984,0.69,0.5,Low,Stable
31-12-2048,425314,253741,280191,487468,119922,43548,36120,892016,35771,13015,959246,735844,223402,1.89,0.23,Medium,Stable
31-10-2035,638716,351924,247849,221196,147799,83221,10078,394283,29256,1115,1238489,492665,745824,0.39,0.6,Low,Stable
31-01-2062,779518,359153,361854,220014,143948,57265,45891,807039,25651,4578,1500525,497347,1003178,0.63,0.67,Low,Stable
30-11-2035,691872,390372,235604,551426,193314,60701,35473,240491,32383,2590,1317848,875887,441961,0.31,0.34,Low,Stable
30-04-2062,716998,349430,208727,291994,58947,71287,49832,585885,39963,7372,1275155,519395,755760,0.6,0.59,Low,Stable
30-09-2050,719984,222788,143227,579505,98785,26727,18417,257808,13662,3573,1085999,740669,345330,0.51,0.32,Low,Stable
31-01-2054,665757,197239,216039,183340,169963,70717,23362,860986,13739,2978,1079035,464099,614936,0.96,0.57,Low,Stable
31-08-2088,574484,126928,164289,451994,50507,52427,11209,966025,48356,10639,865701,625132,240569,2.34,0.28,High,Stable
31-05-2097,708062,380466,231094,263711,61618,36692,47921,767842,1789,9422,1319622,421153,898469,0.73,0.68,Low,Stable
31-10-2097,783609,450040,285743,365250,124286,51625,14898,801619,19420,10858,1519392,586337,933055,0.69,0.61,Low,Stable
30-09-2029,332028,162292,347866,161094,66122,44918,28562,758271,23761,4975,842186,329432,512754,1.11,0.61,Medium,Stable
28-02-2031,431447,129055,238485,500103,188426,61136,20871,790417,40366,4925,798987,815827,-16840,2.64,-0.02,High,Unstable
31-10-2024,641124,405035,313820,576634,159598,72409,17610,698412,37606,10786,1359979,874643,485336,0.89,0.36,Low,Stable
30-04-2066,632659,181912,316994,417885,136436,35577,37382,150635,38640,19814,1131565,685734,445831,0.21,0.39,Low,Stable
31-01-2077,501207,237660,148323,261585,186109,47689,25791,702682,44135,14716,887190,580025,307165,1.12,0.35,Medium,Stable
31-12-2075,576369,452680,365960,534708,78633,31154,45312,716605,37067,1995,1395009,728869,666140,0.83,0.48,Low,Stable
31-05-2034,578544,368448,120695,218798,74495,41341,48290,837946,17357,13844,1067687,414125,653562,0.99,0.61,Low,Stable
31-01-2089,542962,107345,135841,528170,114550,94681,12370,280752,39851,3891,786148,793513,-7365,1.09,-0.01,Medium,Unstable
30-11-2087,466847,260372,278784,351604,86483,66330,29665,984766,38262,15522,1006003,587866,418137,1.5,0.42,Medium,Stable
31-05-2032,796387,191006,187096,260130,163181,88416,14710,857759,11317,7145,1174489,544899,629590,0.94,0.54,Low,Stable
31-08-2026,619065,229350,172764,434308,84069,53313,10328,712585,21534,8498,1021179,612050,409129,1.21,0.4,Medium,Stable
31-10-2093,231585,264437,165744,316667,188442,66900,48347,467210,25734,9554,661766,655644,6122,1.35,0.01,Medium,Stable
30-09-2037,615231,381590,370626,180257,169873,98840,30612,252773,35897,2102,1367447,517581,849866,0.21,0.62,Low,Stable
30-11-2036,767873,364480,89171,557427,166843,54695,16794,279365,32872,3030,1221524,831661,389863,0.42,0.32,Low,Stable
31-08-2083,489102,424176,180755,508133,121947,50225,42888,834938,40201,8524,1094033,771918,322115,1.43,0.29,Medium,Stable
31-01-2039,488161,306487,188125,548448,145761,69156,16749,807400,7689,8107,982773,795910,186863,1.86,0.19,Medium,Stable
30-04-2076,586821,197852,83696,202691,163753,97209,30608,389821,3567,16626,868369,514454,353915,0.59,0.41,Low,Stable
30-11-2038,479922,238593,206310,229768,181764,47829,25450,213678,20732,18268,924825,523811,401014,0.31,0.43,Low,Stable
30-11-2074,242229,302779,231385,568829,78926,45938,13675,421153,20774,14935,776393,743077,33316,2.03,0.04,High,Stable
30-04-2064,286652,254553,361293,164026,149782,79164,28460,455651,23195,9624,902498,454251,448247,0.62,0.5,Low,Stable
30-09-2056,449474,380618,395665,596751,154700,74530,48411,180580,37412,15823,1225757,927627,298130,0.29,0.24,Low,Stable
30-06-2053,460116,277832,125740,375162,123984,88199,21560,786064,47734,7863,863688,664502,199186,1.61,0.23,Medium,Stable
30-11-2023,720985,417862,186611,443052,99593,80282,42463,519911,44098,3109,1325458,712597,612861,0.59,0.46,Low,Stable
31-05-2039,219975,406773,328922,595329,125609,67801,41663,172903,22257,18570,955670,871229,84441,0.48,0.09,Low,Stable
31-05-2045,357795,145232,143811,169610,55209,29465,13170,436149,4394,12482,646838,284330,362508,0.91,0.56,Low,Stable
31-10-2063,616495,448688,262385,327718,176700,23326,43123,440523,36302,1550,1327568,608719,718849,0.44,0.54,Low,Stable
30-11-2031,409373,359013,143232,475329,187605,23659,38810,703700,22228,646,911618,748277,163341,1.61,0.18,Medium,Stable
31-07-2054,397133,412813,357561,484711,136597,80289,19718,102951,12388,13407,1167507,747110,420397,0.15,0.36,Low,Stable
30-09-2062,495286,309093,235801,328646,57211,47594,10028,894738,11319,12700,1040180,467498,572682,1.26,0.55,Medium,Stable
31-01-2051,788612,431328,192492,372123,59927,24763,27397,305745,6475,537,1412432,491222,921210,0.29,0.65,Low,Stable
28-02-2067,376037,279017,110099,448326,167333,30828,12024,731316,31555,14166,765153,704232,60921,2.31,0.08,High,Stable
31-10-2093,588076,113140,309206,528280,126382,67588,48607,72178,18158,6572,1010422,795587,214835,0.15,0.21,Low,Stable
31-07-2041,497190,488612,198474,543786,189005,31221,23503,216383,14728,234,1184276,802477,381799,0.34,0.32,Low,Stable
31-08-2074,640280,183457,351400,169288,153780,31211,20303,159826,44774,14067,1175137,433423,741714,0.16,0.63,Low,Stable
31-03-2059,301459,114357,323588,490968,90696,33569,27138,960814,29545,9696,739404,681612,57792,3.87,0.08,High,Stable
31-05-2099,400422,211672,114681,573093,117616,57860,35345,69893,31100,14150,726775,829164,-102389,0.45,-0.14,Low,Unstable
30-11-2100,301520,430817,171328,234425,187161,91558,39505,348943,16150,17758,903665,586557,317108,0.52,0.35,Low,Stable
31-12-2020,785560,221673,298512,150917,188869,65337,11906,513223,33214,1909,1305745,452152,853593,0.44,0.65,Low,Stable
30-06-2047,716123,165633,385505,487746,100013,72311,17961,834799,32876,12150,1267261,723057,544204,1.07,0.43,Medium,Stable
30-04-2081,529793,308015,114540,476719,189418,33515,36140,275345,3239,80,952348,739111,213237,0.58,0.22,Low,Stable
30-04-2085,526818,196111,237608,484662,198725,91695,22031,920243,38699,2083,960537,837895,122642,1.93,0.13,Medium,Stable
31-08-2100,344832,440402,164700,403187,99556,44904,25128,275375,36821,13378,949934,622974,326960,0.5,0.34,Low,Stable
31-10-2049,352999,169286,267647,189104,173723,79935,25663,256682,30615,15217,789932,514257,275675,0.43,0.35,Low,Stable
31-12-2100,548619,193269,126002,299134,76140,63790,44228,238886,13746,18074,867890,515112,352778,0.42,0.41,Low,Stable
31-12-2053,261367,358635,129812,429143,51184,88580,25682,435711,20921,17140,749814,632650,117164,1.36,0.16,Medium,Stable
31-08-2075,605804,174071,271051,412091,161361,95148,25193,414384,22745,2670,1050926,719208,331718,0.65,0.32,Low,Stable
31-01-2051,435806,321095,337906,553157,55606,25636,38561,425840,1245,3751,1094807,677956,416851,0.79,0.38,Low,Stable
31-08-2020,244738,130651,188946,211169,185028,97129,17766,141707,46607,11744,564335,569443,-5108,0.4,-0.01,Low,Unstable
28-02-2030,757685,170202,146668,304542,66555,22892,39844,534252,24853,5261,1074555,463947,610608,0.69,0.57,Low,Stable
31-12-2048,544333,148777,179003,279744,140385,41672,39432,421001,27632,14691,872113,543556,328557,0.71,0.38,Low,Stable
30-04-2076,538511,248066,291142,522828,199762,25812,39504,750406,12856,6852,1077719,807614,270105,1.35,0.25,Medium,Stable
30-06-2027,402332,429407,300462,209821,108502,20654,47146,738157,5105,1494,1132201,392722,739479,0.8,0.65,Low,Stable
31-12-2073,582729,290706,385142,367741,153844,74633,30858,740150,35690,17285,1258577,680051,578526,0.83,0.46,Low,Stable
28-02-2078,311453,200158,274886,399265,141321,37143,13071,732288,2513,672,786497,593985,192512,1.89,0.24,Medium,Stable
30-04-2046,219816,372944,184601,587651,99056,75934,26939,12336,2801,8630,777361,801011,-23650,0.07,-0.03,Low,Unstable
31-10-2034,616715,399967,349956,547745,148234,87334,34931,863907,32345,10268,1366638,860857,505781,1.05,0.37,Medium,Stable
31-12-2064,571000,339647,141844,364127,91850,49087,11040,420628,13895,444,1052491,530443,522048,0.61,0.5,Low,Stable
31-12-2080,413567,426022,281165,424336,77843,31618,12686,82212,39749,9157,1120754,595389,525365,0.12,0.47,Low,Stable
31-05-2092,714933,380852,254870,486246,112320,28446,22666,861811,8221,11982,1350655,669881,680774,1,0.5,Low,Stable
31-05-2023,795923,243891,154601,353834,79793,68867,45321,45591,6038,8655,1194415,562508,631907,0.05,0.53,Low,Stable
31-08-2081,416184,305977,390001,384538,198929,71028,11779,848182,32031,18582,1112162,716887,395275,1.17,0.36,Medium,Stable
31-08-2078,498090,163870,362844,527038,69627,80101,23186,877080,15082,2287,1024804,717321,307483,1.76,0.3,Medium,Stable
30-11-2096,517348,109283,337927,236795,111822,47200,26459,882566,14648,11957,964558,448881,515677,1.21,0.53,Medium,Stable
31-10-2061,382958,261645,253423,315159,105798,81465,30710,428670,364,4008,898026,537504,360522,0.74,0.4,Low,Stable
30-11-2099,477707,440851,173330,478821,125318,59148,32219,622825,34568,11696,1091888,741770,350118,1.02,0.32,Medium,Stable
31-01-2032,292324,105774,305391,285699,154186,40698,15057,849104,14110,9104,703489,518854,184635,2.03,0.26,High,Stable
30-09-2036,423536,303127,293606,599757,137902,62470,28733,289372,5958,496,1020269,835316,184953,0.69,0.18,Low,Stable
31-05-2097,471991,242055,271387,393877,121334,71660,29157,14429,9096,1463,985433,626587,358846,0.02,0.36,Low,Stable
30-04-2080,226155,196468,321133,349298,156719,73910,45030,84294,7436,12459,743756,644852,98904,0.21,0.13,Low,Stable
31-05-2058,541815,458478,242627,546471,173099,55450,29613,985312,21177,16877,1242920,842687,400233,1.41,0.32,Medium,Stable
31-12-2080,660494,380277,258048,338505,62720,76463,27492,377721,26754,17810,1298819,549744,749075,0.39,0.58,Low,Stable
31-08-2082,349381,100781,125095,286285,107608,53757,30746,184087,24544,9884,575257,512824,62433,0.64,0.11,Low,Stable
31-01-2097,331691,214586,225342,252412,157449,98012,15188,874506,12638,18177,771619,553876,217743,1.68,0.28,Medium,Stable
30-09-2095,676410,389768,241980,169404,152828,90247,39680,331080,179,2723,1308158,455061,853097,0.29,0.65,Low,Stable
30-06-2066,643324,106823,357667,266545,176613,92015,47825,211979,3873,17042,1107814,603913,503901,0.25,0.45,Low,Stable
31-07-2065,234707,118489,142433,568596,122095,51390,46766,843810,17570,4761,495629,811178,-315549,-11.56,-0.64,Low,Unstable
31-01-2041,718477,271033,99991,372128,155924,76116,18864,37310,48223,7630,1089501,678885,410616,0.05,0.38,Low,Stable
30-06-2052,553299,391262,352919,300245,146452,33161,46445,626115,17157,16375,1297480,559835,737645,0.63,0.57,Low,Stable
30-06-2069,358492,200417,227745,334099,137593,52152,15796,199899,45565,8741,786654,593946,192708,0.44,0.24,Low,Stable
31-07-2093,674112,181816,202808,436133,156975,40836,49131,428472,4460,4350,1058736,691885,366851,0.69,0.35,Low,Stable
30-04-2041,370102,253335,238128,411657,127242,86543,18123,207500,48084,207,861565,691856,169709,0.46,0.2,Low,Stable
31-01-2079,594274,375709,217686,520250,166041,75648,18222,99862,352,4190,1187669,784703,402966,0.15,0.34,Low,Stable
30-11-2087,417285,251426,87415,436663,176202,46331,34074,301033,21586,1883,756126,716739,39387,0.94,0.05,Low,Stable
30-09-2096,538404,274023,326038,406875,127606,30763,39825,313572,5344,2886,1138465,613299,525166,0.43,0.46,Low,Stable
30-06-2057,359476,453323,334205,434583,173769,89444,46839,372646,4507,16861,1147004,766003,381001,0.52,0.33,Low,Stable
31-10-2020,360928,123648,379188,530714,168542,39187,12786,430423,37598,8953,863764,797780,65984,1.29,0.08,Medium,Stable
31-08-2088,496141,141971,268221,164995,156438,31957,43638,574543,43988,8381,906333,449397,456936,0.78,0.5,Low,Stable
30-06-2086,448500,118658,248616,173559,50924,24379,46964,367968,32885,13795,815774,342506,473268,0.57,0.58,Low,Stable
29-02-2040,332311,121253,129976,501193,101322,47959,35988,222603,16865,17139,583540,720466,-136926,2.7,-0.23,High,Unstable
30-11-2040,445546,279635,345976,548237,121042,47105,45507,791841,37055,9638,1071157,808584,262573,1.51,0.25,Medium,Stable
